"","PassengerId","Survived","PassengerID","Survived1"
"129",1020,0,1020,FALSE
"130",1021,0,1021,FALSE
"131",1022,0,1022,FALSE
"132",1023,0,1023,FALSE
"133",1024,1,1024,FALSE
"134",1025,0,1025,FALSE
"135",1026,0,1026,FALSE
"136",1027,0,1027,FALSE
"137",1028,0,1028,FALSE
"138",1029,0,1029,FALSE
"139",1030,1,1030,TRUE
"140",1031,0,1031,FALSE
"141",1032,1,1032,FALSE
"142",1033,1,1033,TRUE
"143",1034,0,1034,FALSE
"144",1035,0,1035,FALSE
"145",1036,0,1036,FALSE
"146",1037,0,1037,FALSE
"147",1038,0,1038,FALSE
"148",1039,0,1039,FALSE
"149",1040,0,1040,FALSE
"150",1041,0,1041,FALSE
"151",1042,1,1042,TRUE
"152",1043,0,1043,FALSE
"153",1044,0,1044,FALSE
"154",1045,1,1045,TRUE
"155",1046,0,1046,FALSE
"156",1047,0,1047,FALSE
"157",1048,1,1048,TRUE
"158",1049,1,1049,TRUE
"159",1050,0,1050,FALSE
"160",1051,1,1051,TRUE
"161",1052,1,1052,TRUE
"162",1053,0,1053,FALSE
"163",1054,1,1054,TRUE
"164",1055,0,1055,FALSE
"165",1056,0,1056,FALSE
"166",1057,1,1057,TRUE
"167",1058,0,1058,FALSE
"168",1059,0,1059,FALSE
"169",1060,1,1060,TRUE
"170",1061,1,1061,TRUE
"171",1062,0,1062,FALSE
"172",1063,0,1063,FALSE
"173",1064,0,1064,FALSE
"174",1065,0,1065,FALSE
"175",1066,0,1066,FALSE
"176",1067,1,1067,TRUE
"177",1068,1,1068,TRUE
"178",1069,0,1069,TRUE
"179",1070,1,1070,TRUE
"180",1071,1,1071,TRUE
"181",1072,0,1072,FALSE
"182",1073,0,1073,TRUE
"183",1074,1,1074,TRUE
"184",1075,0,1075,FALSE
"185",1076,1,1076,TRUE
"186",1077,0,1077,FALSE
"187",1078,1,1078,TRUE
"188",1079,0,1079,FALSE
"189",1080,1,1080,FALSE
"190",1081,0,1081,FALSE
"191",1082,0,1082,FALSE
"192",1083,0,1083,FALSE
"193",1084,0,1084,FALSE
"194",1085,0,1085,FALSE
"195",1086,0,1086,FALSE
"196",1087,0,1087,FALSE
"197",1088,0,1088,TRUE
"198",1089,1,1089,TRUE
"199",1090,0,1090,FALSE
"200",1091,1,1091,TRUE
"201",1092,1,1092,TRUE
"202",1093,0,1093,FALSE
"203",1094,0,1094,TRUE
"204",1095,1,1095,TRUE
"205",1096,0,1096,FALSE
"206",1097,0,1097,FALSE
"207",1098,1,1098,TRUE
"208",1099,0,1099,FALSE
"209",1100,1,1100,TRUE
"210",1101,0,1101,FALSE
"211",1102,0,1102,FALSE
"212",1103,0,1103,FALSE
"213",1104,0,1104,FALSE
"214",1105,1,1105,TRUE
"215",1106,1,1106,FALSE
"216",1107,0,1107,FALSE
"217",1108,1,1108,TRUE
"218",1109,0,1109,TRUE
"219",1110,1,1110,TRUE
"220",1111,0,1111,FALSE
"221",1112,1,1112,TRUE
"222",1113,0,1113,FALSE
"223",1114,1,1114,TRUE
"224",1115,0,1115,FALSE
"225",1116,1,1116,TRUE
"226",1117,1,1117,TRUE
"227",1118,0,1118,FALSE
"228",1119,1,1119,TRUE
"229",1120,0,1120,FALSE
"230",1121,0,1121,FALSE
"231",1122,0,1122,FALSE
"232",1123,1,1123,TRUE
"233",1124,0,1124,FALSE
"234",1125,0,1125,FALSE
"235",1126,0,1126,TRUE
"236",1127,0,1127,FALSE
"237",1128,0,1128,TRUE
"238",1129,0,1129,FALSE
"239",1130,1,1130,TRUE
"240",1131,1,1131,TRUE
"241",1132,1,1132,TRUE
"242",1133,1,1133,TRUE
"243",1134,0,1134,TRUE
"244",1135,0,1135,FALSE
"245",1136,0,1136,FALSE
"246",1137,0,1137,TRUE
"247",1138,1,1138,TRUE
"248",1139,0,1139,FALSE
"249",1140,1,1140,TRUE
"250",1141,1,1141,TRUE
"251",1142,1,1142,TRUE
"252",1143,0,1143,FALSE
"253",1144,0,1144,TRUE
"254",1145,0,1145,FALSE
"255",1146,0,1146,FALSE
"256",1147,0,1147,FALSE
"257",1148,0,1148,FALSE
"258",1149,0,1149,FALSE
"259",1150,1,1150,TRUE
"260",1151,0,1151,FALSE
"261",1152,0,1152,FALSE
"262",1153,0,1153,FALSE
"263",1154,1,1154,TRUE
"264",1155,1,1155,TRUE
"265",1156,0,1156,FALSE
"266",1157,0,1157,FALSE
"267",1158,0,1158,FALSE
"268",1159,0,1159,FALSE
"269",1160,1,1160,TRUE
"270",1161,0,1161,FALSE
"271",1162,0,1162,FALSE
"272",1163,0,1163,FALSE
"273",1164,1,1164,TRUE
"274",1165,1,1165,TRUE
"275",1166,0,1166,FALSE
"276",1167,1,1167,TRUE
"277",1168,0,1168,FALSE
"278",1169,0,1169,FALSE
"279",1170,0,1170,FALSE
"280",1171,0,1171,FALSE
"281",1172,1,1172,TRUE
"282",1173,0,1173,FALSE
"283",1174,1,1174,TRUE
"284",1175,1,1175,TRUE
"285",1176,1,1176,TRUE
"286",1177,0,1177,FALSE
"287",1178,0,1178,FALSE
"288",1179,0,1179,TRUE
"289",1180,0,1180,FALSE
"290",1181,0,1181,FALSE
"291",1182,0,1182,FALSE
"292",1183,1,1183,TRUE
"293",1184,0,1184,FALSE
"294",1185,0,1185,TRUE
"295",1186,0,1186,FALSE
"296",1187,0,1187,FALSE
"297",1188,1,1188,TRUE
"298",1189,0,1189,FALSE
"299",1190,0,1190,FALSE
"300",1191,0,1191,FALSE
"301",1192,0,1192,FALSE
"302",1193,0,1193,FALSE
"303",1194,0,1194,FALSE
"304",1195,0,1195,FALSE
"305",1196,1,1196,TRUE
"306",1197,1,1197,TRUE
"307",1198,0,1198,TRUE
"308",1199,0,1199,FALSE
"309",1200,0,1200,TRUE
"310",1201,1,1201,TRUE
"311",1202,0,1202,FALSE
"312",1203,0,1203,FALSE
"313",1204,0,1204,FALSE
"314",1205,1,1205,TRUE
"315",1206,1,1206,TRUE
"316",1207,1,1207,TRUE
"317",1208,0,1208,TRUE
"318",1209,0,1209,FALSE
"319",1210,0,1210,FALSE
"320",1211,0,1211,FALSE
"321",1212,0,1212,FALSE
"322",1213,0,1213,FALSE
"323",1214,0,1214,FALSE
"324",1215,0,1215,FALSE
"325",1216,1,1216,TRUE
"326",1217,0,1217,FALSE
"327",1218,1,1218,TRUE
"328",1219,0,1219,FALSE
"329",1220,0,1220,FALSE
"330",1221,0,1221,FALSE
"331",1222,1,1222,TRUE
"332",1223,0,1223,FALSE
"333",1224,0,1224,FALSE
"334",1225,1,1225,TRUE
"335",1226,0,1226,FALSE
"336",1227,0,1227,FALSE
"337",1228,0,1228,FALSE
"338",1229,0,1229,FALSE
"339",1230,0,1230,FALSE
"340",1231,0,1231,FALSE
"341",1232,0,1232,FALSE
"342",1233,0,1233,FALSE
"343",1234,0,1234,FALSE
"344",1235,1,1235,TRUE
"345",1236,0,1236,FALSE
"346",1237,1,1237,TRUE
"347",1238,0,1238,FALSE
"348",1239,1,1239,TRUE
"349",1240,0,1240,FALSE
"350",1241,1,1241,TRUE
"351",1242,1,1242,TRUE
"352",1243,0,1243,FALSE
"353",1244,0,1244,FALSE
"354",1245,0,1245,FALSE
"355",1246,1,1246,TRUE
"356",1247,0,1247,FALSE
"357",1248,1,1248,TRUE
"358",1249,0,1249,FALSE
"359",1250,0,1250,FALSE
"360",1251,1,1251,TRUE
"361",1252,0,1252,FALSE
"362",1253,1,1253,TRUE
"363",1254,1,1254,TRUE
"364",1255,0,1255,FALSE
"365",1256,1,1256,TRUE
"366",1257,1,1257,FALSE
"367",1258,0,1258,FALSE
"368",1259,1,1259,TRUE
"369",1260,1,1260,TRUE
"370",1261,0,1261,FALSE
"371",1262,0,1262,FALSE
"372",1263,1,1263,TRUE
"373",1264,0,1264,FALSE
"374",1265,0,1265,FALSE
"375",1266,1,1266,TRUE
"376",1267,1,1267,TRUE
"377",1268,1,1268,FALSE
"378",1269,0,1269,FALSE
"379",1270,0,1270,FALSE
"380",1271,0,1271,FALSE
"381",1272,0,1272,FALSE
"382",1273,0,1273,FALSE
"383",1274,1,1274,TRUE
"384",1275,1,1275,TRUE
"385",1276,0,1276,FALSE
"386",1277,1,1277,TRUE
"387",1278,0,1278,FALSE
"388",1279,0,1279,FALSE
"389",1280,0,1280,FALSE
"390",1281,0,1281,FALSE
"391",1282,0,1282,FALSE
"392",1283,1,1283,TRUE
"393",1284,0,1284,FALSE
"394",1285,0,1285,FALSE
"395",1286,0,1286,FALSE
"396",1287,1,1287,TRUE
"397",1288,0,1288,FALSE
"398",1289,1,1289,TRUE
"399",1290,0,1290,FALSE
"400",1291,0,1291,FALSE
"401",1292,1,1292,TRUE
"402",1293,0,1293,FALSE
"403",1294,1,1294,TRUE
"404",1295,0,1295,FALSE
"405",1296,0,1296,TRUE
"406",1297,0,1297,FALSE
"407",1298,0,1298,FALSE
"408",1299,0,1299,TRUE
"409",1300,1,1300,TRUE
"410",1301,1,1301,TRUE
"411",1302,1,1302,TRUE
"412",1303,1,1303,TRUE
"413",1304,1,1304,TRUE
"414",1305,0,1305,FALSE
"415",1306,1,1306,TRUE
"416",1307,0,1307,FALSE
"417",1308,0,1308,FALSE
"418",1309,0,1309,FALSE
